1,5.0
2,4.95
3,4.875
4,4.79
5,4.70375
6,4.621125
7,4.544625
8,4.47531875
9,4.413434375
10,4.35872625
11,4.31070046875
12,4.268751265625
13,4.232241640625
14,4.20054926484375
15,4.173090994921875
16,4.14933439671875
17,4.1288015478710935
18,4.111068403611328
19,4.09576175408789
20,4.082555009145605
21,4.071163548970068
22,4.061340068425019
23,4.052870150703991
24,4.0455681884222265
25,4.039273699746144
26,4.033848045986992
27,4.029171534120109
28,4.025140875887318
29,4.021666970064917
30,4.018672973359351
31,4.016092626503322
32,4.013868804407339
33,4.011952262034182
34,4.010300550627236
35,4.008877081822054
36,4.007650319888102
37,4.006593084830023
38,4.005681951306578
39,4.004896730303354
40,4.004220022236414
41,4.003636831687776
42,4.003134235301636
43,4.002701095524177
44,4.002327813870366
45,4.002006118267252
46,4.001728879772176
47,4.001489954611276
48,4.0012840480422165
49,4.001106597027123
50,4.000953669117465
