1,2.5
2,2.85
3,3.1
4,3.2825
5,3.41875
6,3.5227500000000003
7,3.6038125
8,3.66820625
9,3.7202124999999997
10,3.7628053125
11,3.79809109375
12,3.82759371875
13,3.8524404765625
14,3.8734841695312503
15,3.8913839921875004
16,3.906659695039063
17,3.9197283468554693
18,3.9309296880117195
19,3.940543941247071
20,3.9488045834641605
21,3.955907707510352
22,3.9620190403602393
23,3.9672793214096655
24,3.9718085099163667
25,3.975709138099234
26,3.9790690266948494
27,3.9819635140876954
28,3.984457306449376
29,3.9866060269258314
30,3.9884575218415903
31,3.990052967953178
32,3.9914278149168925
33,3.992612590001091
34,3.9936335867973454
35,3.9945134556954183
36,3.9952717108045874
37,3.995925165574401
38,3.9964883074190785
39,3.9969736200626973
40,3.997391861013553
41,3.9977523004858457
42,3.9980629271713144
43,3.9983306254897566
44,3.9985613282904118
45,3.9987601484162516
46,3.998931492064651
47,3.999079156468038
48,3.999206414066499
49,3.9993160850423273
50,3.9994105998269167
